location,year,total,fatal,severe,light
22.6,2012.0,2.0,0.0,1.0,1.0
22.6,2014.0,1.0,0.0,0.0,1.0
22.6,2018.0,1.0,0.0,0.0,1.0
22.6,2019.0,3.0,0.0,0.0,3.0
22.6,2020.0,2.0,0.0,0.0,2.0
22.7,2003.0,1.0,0.0,0.0,1.0
22.7,2004.0,1.0,0.0,1.0,0.0
22.7,2005.0,2.0,0.0,1.0,1.0
22.7,2006.0,1.0,0.0,0.0,1.0
22.7,2007.0,4.0,0.0,1.0,3.0
22.7,2008.0,1.0,0.0,0.0,1.0
22.7,2009.0,1.0,1.0,0.0,0.0
22.7,2010.0,1.0,0.0,1.0,0.0
22.7,2011.0,2.0,0.0,0.0,2.0
22.7,2012.0,1.0,0.0,0.0,1.0
22.7,2013.0,3.0,0.0,1.0,2.0
22.7,2015.0,1.0,0.0,0.0,1.0
22.7,2016.0,4.0,0.0,0.0,4.0
22.7,2017.0,2.0,0.0,0.0,2.0
22.7,2018.0,5.0,0.0,0.0,5.0
22.7,2019.0,1.0,0.0,0.0,1.0
22.7,2020.0,1.0,0.0,0.0,1.0
22.7,2021.0,4.0,1.0,0.0,3.0
22.7,2022.0,2.0,0.0,0.0,2.0
22.8,2003.0,1.0,0.0,0.0,1.0
22.8,2004.0,2.0,0.0,0.0,2.0
22.8,2005.0,3.0,0.0,1.0,2.0
22.8,2006.0,2.0,0.0,0.0,2.0
22.8,2007.0,1.0,0.0,0.0,1.0
22.8,2008.0,4.0,0.0,1.0,3.0
22.8,2009.0,2.0,0.0,0.0,2.0
22.8,2010.0,1.0,0.0,0.0,1.0
22.8,2011.0,3.0,0.0,0.0,3.0
22.8,2012.0,2.0,0.0,0.0,2.0
22.8,2013.0,1.0,0.0,0.0,1.0
22.8,2016.0,1.0,0.0,0.0,1.0
22.8,2018.0,3.0,0.0,0.0,3.0
22.8,2020.0,1.0,0.0,1.0,0.0
22.8,2021.0,2.0,0.0,0.0,2.0
22.9,2003.0,1.0,1.0,0.0,0.0
22.9,2004.0,4.0,0.0,2.0,2.0
22.9,2005.0,7.0,1.0,1.0,5.0
22.9,2006.0,7.0,0.0,1.0,6.0
22.9,2007.0,1.0,0.0,0.0,1.0
22.9,2008.0,2.0,0.0,1.0,1.0
22.9,2009.0,3.0,1.0,0.0,2.0
22.9,2010.0,4.0,0.0,0.0,4.0
22.9,2011.0,2.0,0.0,0.0,2.0
22.9,2012.0,2.0,0.0,0.0,2.0
22.9,2013.0,3.0,1.0,0.0,2.0
22.9,2014.0,1.0,0.0,0.0,1.0
22.9,2015.0,1.0,0.0,0.0,1.0
22.9,2016.0,5.0,1.0,1.0,3.0
22.9,2017.0,3.0,0.0,3.0,0.0
22.9,2018.0,3.0,0.0,0.0,3.0
22.9,2019.0,5.0,0.0,0.0,5.0
22.9,2020.0,5.0,1.0,1.0,3.0
22.9,2021.0,2.0,0.0,1.0,1.0
22.0,2005.0,1.0,0.0,0.0,1.0
22.0,2006.0,1.0,0.0,0.0,1.0
22.0,2007.0,1.0,0.0,0.0,1.0
22.0,2010.0,1.0,0.0,0.0,1.0
22.0,2014.0,1.0,0.0,0.0,1.0
23.0,2003.0,6.0,0.0,2.0,4.0
23.0,2004.0,6.0,1.0,1.0,4.0
23.0,2005.0,5.0,0.0,0.0,5.0
23.0,2006.0,5.0,0.0,0.0,5.0
23.0,2007.0,1.0,0.0,0.0,1.0
23.0,2008.0,5.0,0.0,2.0,3.0
23.0,2009.0,3.0,0.0,1.0,2.0
23.0,2010.0,8.0,0.0,0.0,8.0
23.0,2011.0,13.0,0.0,0.0,13.0
23.0,2012.0,16.0,0.0,3.0,13.0
23.0,2013.0,26.0,1.0,5.0,20.0
23.0,2014.0,13.0,0.0,2.0,11.0
23.0,2015.0,14.0,2.0,2.0,10.0
23.0,2016.0,13.0,1.0,1.0,11.0
23.0,2017.0,34.0,0.0,5.0,29.0
23.0,2018.0,10.0,0.0,1.0,9.0
23.0,2019.0,10.0,0.0,4.0,6.0
23.0,2020.0,11.0,1.0,1.0,9.0
23.0,2021.0,15.0,0.0,4.0,11.0
23.0,2022.0,1.0,0.0,0.0,1.0
23.1,2003.0,9.0,1.0,3.0,5.0
23.1,2004.0,5.0,0.0,2.0,3.0
23.1,2005.0,6.0,1.0,0.0,5.0
23.1,2006.0,5.0,0.0,0.0,5.0
23.1,2007.0,14.0,0.0,4.0,10.0
23.1,2008.0,10.0,0.0,0.0,10.0
23.1,2009.0,7.0,1.0,0.0,6.0
23.1,2010.0,10.0,0.0,1.0,9.0
23.1,2011.0,6.0,0.0,0.0,6.0
23.1,2012.0,17.0,0.0,1.0,16.0
23.1,2013.0,7.0,0.0,0.0,7.0
23.1,2014.0,11.0,0.0,0.0,11.0
23.1,2015.0,6.0,0.0,0.0,6.0
23.1,2016.0,12.0,0.0,1.0,11.0
23.1,2017.0,6.0,0.0,0.0,6.0
23.1,2018.0,8.0,0.0,1.0,7.0
23.1,2019.0,8.0,0.0,0.0,8.0
23.1,2020.0,6.0,0.0,0.0,6.0
23.1,2021.0,4.0,0.0,1.0,3.0
23.2,2003.0,5.0,0.0,0.0,5.0
23.2,2004.0,4.0,0.0,0.0,4.0
23.2,2005.0,5.0,0.0,1.0,4.0
23.2,2006.0,1.0,0.0,0.0,1.0
23.2,2007.0,5.0,0.0,0.0,5.0
23.2,2008.0,1.0,0.0,0.0,1.0
23.2,2009.0,5.0,0.0,0.0,5.0
23.2,2010.0,7.0,0.0,0.0,7.0
23.2,2011.0,7.0,0.0,0.0,7.0
23.2,2012.0,6.0,0.0,0.0,6.0
23.2,2013.0,3.0,0.0,1.0,2.0
23.2,2014.0,5.0,0.0,0.0,5.0
23.2,2015.0,3.0,0.0,0.0,3.0
23.2,2016.0,5.0,0.0,1.0,4.0
23.2,2017.0,3.0,0.0,0.0,3.0
23.2,2018.0,6.0,0.0,1.0,5.0
23.2,2019.0,10.0,0.0,2.0,8.0
23.2,2020.0,4.0,0.0,1.0,3.0
23.2,2021.0,6.0,1.0,0.0,5.0
23.3,2003.0,1.0,0.0,1.0,0.0
23.3,2004.0,2.0,0.0,1.0,1.0
23.3,2005.0,1.0,0.0,0.0,1.0
23.3,2006.0,1.0,0.0,0.0,1.0
23.3,2010.0,2.0,1.0,1.0,0.0
23.3,2015.0,3.0,1.0,1.0,1.0
23.3,2016.0,2.0,0.0,1.0,1.0
23.3,2018.0,1.0,1.0,0.0,0.0
23.3,2019.0,4.0,0.0,0.0,4.0
23.3,2020.0,3.0,0.0,0.0,3.0
23.3,2021.0,1.0,0.0,0.0,1.0
23.4,2004.0,2.0,1.0,1.0,0.0
23.4,2007.0,2.0,0.0,1.0,1.0
23.4,2008.0,1.0,0.0,1.0,0.0
23.4,2009.0,1.0,1.0,0.0,0.0
23.4,2010.0,2.0,0.0,0.0,2.0
23.4,2011.0,2.0,0.0,0.0,2.0
23.4,2015.0,1.0,0.0,0.0,1.0
23.4,2018.0,3.0,0.0,1.0,2.0
23.4,2019.0,3.0,0.0,0.0,3.0
23.4,2020.0,1.0,0.0,1.0,0.0
23.5,2003.0,3.0,1.0,1.0,1.0
23.5,2004.0,2.0,0.0,1.0,1.0
23.5,2005.0,6.0,0.0,1.0,5.0
23.5,2006.0,1.0,0.0,0.0,1.0
23.5,2007.0,6.0,0.0,0.0,6.0
23.5,2008.0,4.0,0.0,1.0,3.0
23.5,2009.0,4.0,0.0,0.0,4.0
23.5,2010.0,6.0,0.0,1.0,5.0
23.5,2011.0,6.0,0.0,2.0,4.0
23.5,2012.0,3.0,0.0,0.0,3.0
23.5,2013.0,3.0,0.0,0.0,3.0
23.5,2014.0,4.0,0.0,0.0,4.0
23.5,2015.0,11.0,1.0,4.0,6.0
23.5,2016.0,3.0,0.0,0.0,3.0
23.5,2017.0,1.0,0.0,0.0,1.0
23.5,2018.0,4.0,0.0,0.0,4.0
23.5,2019.0,1.0,0.0,0.0,1.0
23.5,2020.0,4.0,0.0,2.0,2.0
23.5,2021.0,3.0,1.0,0.0,2.0
23.6,2003.0,3.0,1.0,0.0,2.0
23.6,2004.0,4.0,0.0,1.0,3.0
23.6,2005.0,7.0,0.0,0.0,7.0
23.6,2006.0,4.0,1.0,0.0,3.0
23.6,2007.0,3.0,0.0,0.0,3.0
23.6,2008.0,6.0,0.0,1.0,5.0
23.6,2009.0,4.0,0.0,1.0,3.0
23.6,2010.0,1.0,0.0,0.0,1.0
23.6,2011.0,1.0,0.0,0.0,1.0
23.6,2012.0,1.0,0.0,0.0,1.0
23.6,2013.0,1.0,0.0,0.0,1.0
23.6,2014.0,1.0,1.0,0.0,0.0
23.6,2015.0,2.0,0.0,0.0,2.0
23.6,2016.0,1.0,0.0,0.0,1.0
23.6,2017.0,2.0,0.0,0.0,2.0
23.6,2018.0,2.0,0.0,0.0,2.0
23.6,2019.0,3.0,0.0,1.0,2.0
23.6,2020.0,6.0,1.0,0.0,5.0
23.6,2021.0,1.0,0.0,0.0,1.0
23.6,2022.0,1.0,0.0,0.0,1.0
23.7,2009.0,1.0,0.0,1.0,0.0
23.7,2010.0,2.0,1.0,1.0,0.0
23.7,2012.0,1.0,0.0,1.0,0.0
23.7,2013.0,1.0,0.0,0.0,1.0
23.7,2014.0,1.0,0.0,0.0,1.0
23.7,2018.0,3.0,1.0,0.0,2.0
23.7,2019.0,1.0,0.0,0.0,1.0
23.7,2020.0,3.0,0.0,2.0,1.0
23.7,2021.0,1.0,0.0,0.0,1.0
23.7,2022.0,1.0,0.0,0.0,1.0
23.8,2003.0,1.0,1.0,0.0,0.0
23.8,2005.0,3.0,0.0,1.0,2.0
23.8,2006.0,1.0,0.0,0.0,1.0
23.8,2007.0,1.0,0.0,0.0,1.0
23.8,2008.0,1.0,0.0,0.0,1.0
23.8,2010.0,2.0,0.0,0.0,2.0
23.8,2011.0,3.0,1.0,0.0,2.0
23.8,2013.0,2.0,0.0,0.0,2.0
23.8,2019.0,1.0,0.0,1.0,0.0
23.8,2021.0,2.0,1.0,0.0,1.0
23.9,2005.0,1.0,0.0,0.0,1.0
23.9,2006.0,2.0,0.0,0.0,2.0
23.9,2007.0,1.0,1.0,0.0,0.0
23.9,2009.0,1.0,0.0,1.0,0.0
23.9,2013.0,1.0,0.0,0.0,1.0
23.9,2014.0,1.0,0.0,1.0,0.0
23.9,2020.0,1.0,0.0,0.0,1.0
23.9,2021.0,1.0,0.0,0.0,1.0
23.9,2022.0,1.0,0.0,0.0,1.0
23.0,2003.0,1.0,0.0,0.0,1.0
23.0,2008.0,2.0,0.0,1.0,1.0
23.0,2010.0,1.0,0.0,0.0,1.0
24.0,2003.0,22.0,1.0,0.0,21.0
24.0,2004.0,16.0,0.0,4.0,12.0
24.0,2005.0,17.0,1.0,1.0,15.0
24.0,2006.0,8.0,0.0,1.0,7.0
24.0,2007.0,13.0,1.0,1.0,11.0
24.0,2008.0,26.0,1.0,1.0,24.0
24.0,2009.0,19.0,1.0,3.0,15.0
24.0,2010.0,16.0,1.0,0.0,15.0
24.0,2011.0,21.0,0.0,3.0,18.0
24.0,2012.0,18.0,1.0,2.0,15.0
24.0,2013.0,27.0,0.0,3.0,24.0
24.0,2014.0,21.0,2.0,3.0,16.0
24.0,2015.0,13.0,1.0,3.0,9.0
24.0,2016.0,18.0,0.0,1.0,17.0
24.0,2017.0,34.0,1.0,2.0,31.0
24.0,2018.0,12.0,0.0,1.0,11.0
24.0,2019.0,10.0,0.0,1.0,9.0
24.0,2020.0,6.0,0.0,0.0,6.0
24.0,2021.0,13.0,0.0,3.0,10.0
24.1,2003.0,3.0,1.0,1.0,1.0
24.1,2004.0,4.0,1.0,1.0,2.0
24.1,2005.0,7.0,2.0,1.0,4.0
24.1,2006.0,5.0,2.0,0.0,3.0
24.1,2007.0,2.0,0.0,1.0,1.0
24.1,2008.0,2.0,1.0,1.0,0.0
24.1,2009.0,4.0,0.0,1.0,3.0
24.1,2010.0,1.0,0.0,0.0,1.0
24.1,2011.0,1.0,0.0,0.0,1.0
24.1,2012.0,1.0,0.0,0.0,1.0
24.1,2013.0,1.0,0.0,0.0,1.0
24.1,2015.0,2.0,0.0,0.0,2.0
24.1,2016.0,1.0,0.0,0.0,1.0
24.1,2018.0,2.0,0.0,1.0,1.0
24.1,2019.0,5.0,1.0,3.0,1.0
24.1,2020.0,3.0,0.0,1.0,2.0
24.1,2021.0,4.0,1.0,1.0,2.0
24.2,2003.0,5.0,0.0,1.0,4.0
24.2,2004.0,3.0,0.0,0.0,3.0
24.2,2005.0,6.0,2.0,1.0,3.0
24.2,2006.0,3.0,0.0,0.0,3.0
24.2,2007.0,1.0,0.0,1.0,0.0
24.2,2008.0,2.0,0.0,0.0,2.0
24.2,2009.0,2.0,0.0,0.0,2.0
24.2,2010.0,2.0,0.0,0.0,2.0
24.2,2012.0,1.0,0.0,0.0,1.0
24.2,2013.0,2.0,0.0,0.0,2.0
24.2,2014.0,2.0,0.0,0.0,2.0
24.2,2015.0,3.0,0.0,0.0,3.0
24.2,2016.0,1.0,0.0,0.0,1.0
24.2,2019.0,2.0,0.0,0.0,2.0
24.2,2020.0,3.0,0.0,0.0,3.0
24.2,2021.0,1.0,0.0,0.0,1.0
24.3,2003.0,1.0,0.0,0.0,1.0
24.3,2004.0,1.0,0.0,0.0,1.0
24.3,2006.0,3.0,0.0,3.0,0.0
24.3,2008.0,2.0,0.0,0.0,2.0
24.3,2009.0,2.0,0.0,0.0,2.0
24.3,2011.0,1.0,0.0,0.0,1.0
24.3,2012.0,1.0,0.0,0.0,1.0
24.3,2015.0,3.0,2.0,1.0,0.0
24.3,2016.0,1.0,0.0,1.0,0.0
24.3,2017.0,1.0,0.0,0.0,1.0
24.3,2018.0,3.0,1.0,1.0,1.0
24.3,2019.0,1.0,0.0,0.0,1.0
24.3,2020.0,3.0,0.0,3.0,0.0
24.3,2021.0,3.0,0.0,1.0,2.0
24.4,2003.0,6.0,0.0,1.0,5.0
24.4,2004.0,3.0,0.0,0.0,3.0
24.4,2005.0,2.0,2.0,0.0,0.0
24.4,2006.0,6.0,0.0,2.0,4.0
24.4,2007.0,6.0,0.0,1.0,5.0
24.4,2008.0,11.0,0.0,2.0,9.0
24.4,2009.0,6.0,0.0,1.0,5.0
24.4,2010.0,3.0,0.0,0.0,3.0
24.4,2011.0,2.0,0.0,0.0,2.0
24.4,2012.0,1.0,0.0,0.0,1.0
24.4,2013.0,2.0,0.0,0.0,2.0
24.4,2014.0,4.0,0.0,0.0,4.0
24.4,2015.0,3.0,0.0,0.0,3.0
24.4,2017.0,3.0,0.0,0.0,3.0
24.4,2018.0,6.0,2.0,0.0,4.0
24.4,2019.0,4.0,0.0,0.0,4.0
24.4,2020.0,2.0,0.0,2.0,0.0
24.4,2021.0,3.0,0.0,1.0,2.0
24.4,2022.0,1.0,0.0,0.0,1.0
24.5,2003.0,6.0,0.0,3.0,3.0
24.5,2004.0,8.0,0.0,0.0,8.0
24.5,2005.0,7.0,1.0,1.0,5.0
24.5,2006.0,3.0,1.0,1.0,1.0
24.5,2007.0,2.0,0.0,1.0,1.0
24.5,2008.0,1.0,0.0,0.0,1.0
24.5,2009.0,4.0,1.0,0.0,3.0
24.5,2010.0,3.0,0.0,0.0,3.0
24.5,2011.0,5.0,2.0,0.0,3.0
24.5,2013.0,6.0,0.0,1.0,5.0
24.5,2014.0,4.0,0.0,1.0,3.0
24.5,2015.0,4.0,1.0,0.0,3.0
24.5,2016.0,5.0,0.0,1.0,4.0
24.5,2017.0,2.0,0.0,1.0,1.0
24.5,2018.0,5.0,0.0,0.0,5.0
24.5,2019.0,4.0,0.0,1.0,3.0
24.5,2020.0,4.0,0.0,2.0,2.0
24.5,2021.0,3.0,0.0,0.0,3.0
24.6,2003.0,1.0,0.0,0.0,1.0
24.6,2005.0,2.0,0.0,0.0,2.0
24.6,2006.0,2.0,0.0,1.0,1.0
24.6,2007.0,1.0,0.0,0.0,1.0
24.6,2008.0,4.0,0.0,0.0,4.0
24.6,2009.0,2.0,0.0,1.0,1.0
24.6,2010.0,2.0,0.0,1.0,1.0
24.6,2011.0,1.0,0.0,1.0,0.0
24.6,2012.0,1.0,1.0,0.0,0.0
24.6,2016.0,1.0,1.0,0.0,0.0
24.6,2018.0,1.0,0.0,1.0,0.0
24.6,2019.0,2.0,1.0,1.0,0.0
24.7,2003.0,6.0,0.0,0.0,6.0
24.7,2004.0,3.0,0.0,0.0,3.0
24.7,2005.0,3.0,0.0,1.0,2.0
24.7,2006.0,5.0,0.0,2.0,3.0
24.7,2007.0,2.0,0.0,0.0,2.0
24.7,2008.0,2.0,0.0,0.0,2.0
24.7,2009.0,4.0,0.0,0.0,4.0
24.7,2010.0,3.0,0.0,1.0,2.0
24.7,2012.0,1.0,0.0,0.0,1.0
24.7,2013.0,1.0,0.0,0.0,1.0
24.7,2015.0,3.0,0.0,1.0,2.0
24.7,2016.0,3.0,0.0,0.0,3.0
24.7,2017.0,2.0,0.0,0.0,2.0
24.7,2018.0,1.0,0.0,0.0,1.0
24.8,2003.0,1.0,0.0,1.0,0.0
24.8,2004.0,1.0,0.0,0.0,1.0
24.8,2007.0,2.0,1.0,0.0,1.0
24.8,2014.0,1.0,0.0,0.0,1.0
24.8,2018.0,1.0,0.0,0.0,1.0
24.8,2019.0,1.0,0.0,0.0,1.0
24.8,2021.0,1.0,0.0,0.0,1.0
24.9,2003.0,3.0,1.0,1.0,1.0
24.9,2004.0,6.0,0.0,1.0,5.0
24.9,2005.0,2.0,0.0,0.0,2.0
24.9,2006.0,6.0,0.0,1.0,5.0
24.9,2007.0,6.0,0.0,1.0,5.0
24.9,2008.0,2.0,0.0,1.0,1.0
24.9,2009.0,3.0,0.0,0.0,3.0
24.9,2010.0,1.0,0.0,0.0,1.0
24.9,2011.0,1.0,0.0,0.0,1.0
24.9,2012.0,1.0,0.0,0.0,1.0
24.9,2013.0,2.0,0.0,0.0,2.0
24.9,2014.0,1.0,0.0,0.0,1.0
24.9,2015.0,2.0,0.0,0.0,2.0
24.9,2016.0,3.0,0.0,0.0,3.0
24.9,2019.0,3.0,0.0,2.0,1.0
24.9,2021.0,1.0,0.0,0.0,1.0
24.0,2003.0,2.0,0.0,0.0,2.0
24.0,2004.0,2.0,0.0,0.0,2.0
24.0,2006.0,2.0,0.0,0.0,2.0
24.0,2007.0,2.0,0.0,0.0,2.0
24.0,2008.0,4.0,0.0,0.0,4.0
24.0,2009.0,2.0,0.0,0.0,2.0
24.0,2010.0,4.0,0.0,0.0,4.0
25.0,2003.0,2.0,0.0,1.0,1.0
25.0,2004.0,5.0,2.0,0.0,3.0
25.0,2005.0,4.0,0.0,1.0,3.0
25.0,2006.0,3.0,0.0,2.0,1.0
25.0,2007.0,2.0,0.0,1.0,1.0
25.0,2008.0,4.0,0.0,0.0,4.0
25.0,2009.0,8.0,0.0,0.0,8.0
25.0,2010.0,8.0,0.0,1.0,7.0
25.0,2011.0,13.0,0.0,3.0,10.0
25.0,2012.0,17.0,0.0,4.0,13.0
25.0,2013.0,16.0,2.0,3.0,11.0
25.0,2014.0,12.0,0.0,1.0,11.0
25.0,2015.0,15.0,0.0,2.0,13.0
25.0,2016.0,18.0,0.0,5.0,13.0
25.0,2017.0,16.0,0.0,3.0,13.0
25.0,2018.0,7.0,0.0,2.0,5.0
25.0,2019.0,6.0,1.0,0.0,5.0
25.0,2020.0,4.0,0.0,1.0,3.0
25.0,2021.0,5.0,0.0,1.0,4.0
25.0,2022.0,1.0,0.0,1.0,0.0
25.1,2003.0,6.0,0.0,1.0,5.0
25.1,2004.0,6.0,0.0,2.0,4.0
25.1,2005.0,4.0,0.0,0.0,4.0
25.1,2006.0,6.0,1.0,2.0,3.0
25.1,2007.0,2.0,0.0,1.0,1.0
25.1,2009.0,4.0,0.0,0.0,4.0
25.1,2010.0,1.0,0.0,0.0,1.0
25.1,2011.0,2.0,0.0,1.0,1.0
25.1,2018.0,1.0,0.0,0.0,1.0
25.1,2019.0,2.0,0.0,0.0,2.0
25.1,2020.0,1.0,0.0,0.0,1.0
25.2,2003.0,3.0,0.0,0.0,3.0
25.2,2004.0,2.0,0.0,0.0,2.0
25.2,2005.0,3.0,0.0,1.0,2.0
25.2,2006.0,1.0,0.0,0.0,1.0
25.2,2007.0,3.0,0.0,2.0,1.0
25.2,2008.0,1.0,0.0,0.0,1.0
25.2,2009.0,2.0,1.0,0.0,1.0
25.2,2010.0,2.0,1.0,0.0,1.0
25.2,2011.0,1.0,1.0,0.0,0.0
25.2,2012.0,1.0,0.0,0.0,1.0
25.2,2013.0,1.0,0.0,0.0,1.0
25.2,2014.0,1.0,0.0,0.0,1.0
25.2,2016.0,1.0,0.0,0.0,1.0
25.2,2019.0,1.0,0.0,0.0,1.0
25.2,2020.0,3.0,0.0,0.0,3.0
25.2,2021.0,2.0,0.0,0.0,2.0
25.3,2003.0,2.0,0.0,1.0,1.0
25.3,2006.0,2.0,0.0,0.0,2.0
25.3,2008.0,3.0,0.0,2.0,1.0
25.3,2013.0,1.0,0.0,0.0,1.0
25.3,2014.0,1.0,0.0,0.0,1.0
25.3,2015.0,2.0,0.0,0.0,2.0
25.3,2019.0,1.0,0.0,0.0,1.0
25.3,2020.0,1.0,0.0,0.0,1.0
25.3,2021.0,1.0,0.0,0.0,1.0
25.3,2022.0,1.0,0.0,1.0,0.0
25.4,2003.0,1.0,0.0,0.0,1.0
25.4,2004.0,1.0,0.0,0.0,1.0
25.4,2005.0,2.0,1.0,0.0,1.0
25.4,2006.0,1.0,0.0,0.0,1.0
25.4,2007.0,1.0,0.0,0.0,1.0
25.4,2008.0,1.0,0.0,0.0,1.0
25.4,2013.0,1.0,0.0,0.0,1.0
25.4,2015.0,1.0,0.0,1.0,0.0
25.4,2016.0,2.0,0.0,0.0,2.0
25.4,2018.0,1.0,0.0,0.0,1.0
25.4,2019.0,3.0,0.0,1.0,2.0
25.4,2020.0,2.0,0.0,1.0,1.0
25.4,2021.0,1.0,0.0,0.0,1.0
25.5,2003.0,20.0,0.0,4.0,16.0
25.5,2004.0,19.0,0.0,3.0,16.0
25.5,2005.0,6.0,3.0,0.0,3.0
25.5,2006.0,8.0,0.0,3.0,5.0
25.5,2007.0,11.0,0.0,2.0,9.0
25.5,2008.0,7.0,0.0,0.0,7.0
25.5,2009.0,8.0,1.0,2.0,5.0
25.5,2010.0,4.0,0.0,2.0,2.0
25.5,2011.0,5.0,0.0,0.0,5.0
25.5,2012.0,7.0,0.0,0.0,7.0
25.5,2013.0,6.0,0.0,0.0,6.0
25.5,2014.0,1.0,0.0,0.0,1.0
25.5,2015.0,2.0,0.0,0.0,2.0
25.5,2016.0,2.0,0.0,0.0,2.0
25.5,2017.0,1.0,0.0,0.0,1.0
25.5,2018.0,4.0,0.0,1.0,3.0
25.5,2019.0,2.0,0.0,1.0,1.0
25.5,2020.0,2.0,0.0,0.0,2.0
25.5,2021.0,3.0,0.0,1.0,2.0
25.6,2003.0,2.0,0.0,1.0,1.0
25.6,2004.0,3.0,1.0,0.0,2.0
25.6,2005.0,2.0,0.0,0.0,2.0
25.6,2007.0,2.0,0.0,1.0,1.0
25.6,2008.0,2.0,0.0,0.0,2.0
25.6,2009.0,2.0,0.0,0.0,2.0
25.6,2011.0,2.0,0.0,0.0,2.0
25.6,2012.0,1.0,0.0,0.0,1.0
25.6,2014.0,1.0,0.0,0.0,1.0
25.6,2016.0,1.0,0.0,0.0,1.0
25.6,2018.0,4.0,0.0,1.0,3.0
25.6,2019.0,1.0,0.0,0.0,1.0
25.7,2003.0,2.0,0.0,1.0,1.0
25.7,2004.0,1.0,0.0,0.0,1.0
25.7,2005.0,2.0,0.0,1.0,1.0
25.7,2006.0,1.0,1.0,0.0,0.0
25.7,2007.0,1.0,0.0,0.0,1.0
25.7,2008.0,2.0,0.0,0.0,2.0
25.7,2010.0,2.0,0.0,0.0,2.0
25.7,2015.0,1.0,0.0,1.0,0.0
25.7,2018.0,3.0,0.0,0.0,3.0
25.7,2019.0,1.0,0.0,0.0,1.0
25.7,2020.0,2.0,1.0,0.0,1.0
25.7,2021.0,5.0,0.0,1.0,4.0
25.8,2003.0,4.0,0.0,2.0,2.0
25.8,2004.0,2.0,0.0,1.0,1.0
25.8,2005.0,1.0,0.0,1.0,0.0
25.8,2006.0,1.0,0.0,1.0,0.0
25.8,2007.0,2.0,0.0,0.0,2.0
25.8,2008.0,2.0,1.0,0.0,1.0
25.8,2010.0,2.0,0.0,0.0,2.0
25.8,2014.0,1.0,0.0,0.0,1.0
25.8,2015.0,2.0,0.0,0.0,2.0
25.8,2018.0,2.0,0.0,1.0,1.0
25.8,2019.0,1.0,0.0,0.0,1.0
25.8,2020.0,4.0,0.0,0.0,4.0
25.9,2003.0,4.0,0.0,1.0,3.0
25.9,2004.0,2.0,0.0,0.0,2.0
25.9,2005.0,4.0,0.0,0.0,4.0
25.9,2007.0,2.0,0.0,0.0,2.0
25.9,2008.0,3.0,0.0,0.0,3.0
25.9,2009.0,4.0,0.0,0.0,4.0
25.9,2011.0,1.0,0.0,0.0,1.0
25.9,2012.0,1.0,0.0,0.0,1.0
25.9,2013.0,3.0,0.0,1.0,2.0
25.9,2014.0,1.0,0.0,0.0,1.0
25.9,2015.0,4.0,1.0,1.0,2.0
25.9,2016.0,5.0,1.0,0.0,4.0
25.9,2017.0,2.0,0.0,0.0,2.0
25.9,2018.0,3.0,0.0,0.0,3.0
25.9,2019.0,2.0,0.0,0.0,2.0
25.9,2020.0,2.0,0.0,0.0,2.0
25.9,2021.0,4.0,0.0,0.0,4.0
25.0,2010.0,2.0,0.0,0.0,2.0
26.0,2003.0,3.0,0.0,0.0,3.0
26.0,2005.0,8.0,0.0,3.0,5.0
26.0,2006.0,3.0,0.0,1.0,2.0
26.0,2007.0,3.0,0.0,0.0,3.0
26.0,2008.0,4.0,0.0,1.0,3.0
26.0,2009.0,7.0,0.0,0.0,7.0
26.0,2010.0,14.0,1.0,0.0,13.0
26.0,2011.0,9.0,1.0,1.0,7.0
26.0,2012.0,13.0,0.0,3.0,10.0
26.0,2013.0,9.0,0.0,0.0,9.0
26.0,2014.0,10.0,1.0,0.0,9.0
26.0,2015.0,8.0,1.0,4.0,3.0
26.0,2016.0,15.0,2.0,2.0,11.0
26.0,2017.0,25.0,3.0,6.0,16.0
26.0,2018.0,4.0,1.0,1.0,2.0
26.0,2019.0,1.0,0.0,0.0,1.0
26.0,2020.0,2.0,0.0,1.0,1.0
26.0,2021.0,2.0,1.0,0.0,1.0
26.1,2003.0,4.0,0.0,1.0,3.0
26.1,2004.0,5.0,1.0,0.0,4.0
26.1,2005.0,6.0,0.0,1.0,5.0
26.1,2006.0,4.0,0.0,2.0,2.0
26.1,2007.0,5.0,0.0,2.0,3.0
26.1,2008.0,3.0,0.0,0.0,3.0
26.1,2009.0,2.0,0.0,1.0,1.0
26.1,2010.0,1.0,0.0,0.0,1.0
26.1,2011.0,1.0,0.0,0.0,1.0
26.1,2013.0,1.0,0.0,0.0,1.0
26.1,2015.0,1.0,0.0,1.0,0.0
26.1,2016.0,3.0,1.0,0.0,2.0
26.1,2018.0,2.0,0.0,1.0,1.0
26.1,2019.0,4.0,0.0,2.0,2.0
26.1,2020.0,2.0,0.0,0.0,2.0
26.2,2003.0,3.0,0.0,3.0,0.0
26.2,2004.0,4.0,0.0,0.0,4.0
26.2,2005.0,3.0,0.0,1.0,2.0
26.2,2006.0,7.0,0.0,1.0,6.0
26.2,2007.0,1.0,0.0,1.0,0.0
26.2,2009.0,1.0,0.0,1.0,0.0
26.2,2012.0,2.0,0.0,1.0,1.0
26.2,2013.0,2.0,0.0,0.0,2.0
26.2,2015.0,1.0,0.0,0.0,1.0
26.3,2003.0,2.0,0.0,0.0,2.0
26.3,2004.0,1.0,1.0,0.0,0.0
